book_asin,parent_category,category,isbn_13,title,author,price,publication_date,publisher,rating,review_count
231193939,Programming Languages,Python,978-1284054743,"Python for RTL Verification: A complete course in Python, cocotb, and pyuvm",Ray Salemi,44.95,2022-09-03,Independently published,4.5,15
1098133293,Computer Science,Cybernetics,978-1803232973,"Cybernetics: Circular Causal, and Feedback Mechanisms in Biological and Social Systems",Heinz Von Foerster,44.95,2013-06-15,"Literary Licensing, LLC",0,0
149207408X,Computer Science,Systems Analysis & Design,978-1402060410,Lions' Commentary on Unix,John Lions,44.95,1977-08-01,Peer to Peer Communications/ Annabook,4.8,62
596515170,Computer Science,Information Theory,978-1430259206,"Essentials of Criminological Theory, Fourth Edition",L. Thomas Winfree Jr.,44.95,2016-06-29,"Waveland Press, Inc.",4.4,28
1430224819,Computer Science,AI & Machine Learning,978-1316519332,Personalized Machine Learning,Julian McAuley,44.9,2022-02-03,Cambridge University Press,4,1
1439829438,Web Development & Design,Content Management,978-1788293181,Flutter in Action,Eric Windmill,44.87,2019-12-10,Manning,4.1,21
981169141X,Computer Science,Bioinformatics,978-0824704650,"Mathematics as a Laboratory Tool: Dynamics, Delays and Noise",Toru Ohira,44.83,2021-08-12,Springer,0,0
1617299596,Web Development & Design,Programming,978-0486678702,Bug Bounty Bootcamp: The Guide to Finding and Reporting Web Vulnerabilities,Vickie Li,44.81,2021-12-07,No Starch Press,4.8,128
1680506803,Programming Languages,Python,978-1803242620,"Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python, 2nd Edition",,44.79,2020-07-31,Packt Publishing,4.4,261
B00JFG718E,Web Development & Design,User Experience & Usability,978-1803241494,"Doorbells, Danger, and Dead Batteries: User Research War Stories",Steve Portigal,44.77,2016-12-02,Rosenfeld Media,4.1,58
3030543374,Databases & Big Data,Data Modeling & Design,978-0134801148,Major Donors: Finding Big Gifts in Your Database and Online,Ted Hart,44.69,2006-04-21,Wiley,3.6,7
180107187X,Security & Encryption,Encryption,978-1801814416,CompTIA A+ Certification All-in-One For Dummies (For Dummies (Computer/Tech)),Edward Tetz,44.67,2019-09-18,For Dummies,4.6,752
1718500726,Web Development & Design,Programming,978-0879467005,"WebAssembly: The Definitive Guide: Safe, Fast, and Portable Code",Brian Sletten,44.67,2022-01-04,O'Reilly Media,4.7,22
1492041947,Databases & Big Data,Oracle,978-1801814164,Oracle Database 12c SQL,Jason Price,44.62,2013-09-10,McGraw Hill TAB,4.5,63
387964673,Databases & Big Data,MySQL,978-1634625401,"SQL Antipatterns, Volume 1: Avoiding the Pitfalls of Database Programming",Bill Karwin,44.54,2022-11-15,Pragmatic Bookshelf,5,2
3642112935,Databases & Big Data,SQL,978-1484251201,"SQL Antipatterns, Volume 1: Avoiding the Pitfalls of Database Programming",Bill Karwin,44.54,2022-11-15,Pragmatic Bookshelf,5,2
154292331X,Computer Science,Bioinformatics,978-1852336714,Real Digital Forensics: Computer Security and Incident Response,Keith Jones,44.53,2005-09-23,Addison-Wesley Professional,4.5,55
262047829,Security & Encryption,Encryption,978-1718502222,Blue Fox: Arm Assembly Internals & Reverse Engineering,Maria Markstedter,44.51,2023-05-09,Wiley,0,0
1118116194,Databases & Big Data,Oracle,978-1800565791,OCA Oracle Database 12c Installation and Administration Exam Guide (Exam 1Z0-062) (Oracle Press),John Watson,44.5,2014-05-28,McGraw Hill TAB,4.4,63
262018020,Web Development & Design,Web Services,978-0198788010,Data Management at Scale: Best Practices for Enterprise Architecture,Piethein Strengholt,44.49,2020-09-01,O'Reilly Media,4.4,103
1491931558,Programming Languages,Python,978-1492077893,Real World Instrumentation with Python: Automated Data Acquisition and Control Systems,J. M. Hughes,44.49,2010-12-02,O'Reilly Media,4.3,19
1506397816,Programming Languages,Python,978-1558606234,Python for Algorithmic Trading: From Idea to Cloud Deployment,Yves Hilpisch,44.49,2020-12-22,O'Reilly Media,4.3,105
B005NZ7GS6,Programming Languages,Python,978-1584262534,Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,Hariom Tatsat,44.49,2020-12-15,O'Reilly Media,4.4,74
1800564481,Web Development & Design,User Experience & Usability,978-3640862641,"Storytelling for User Experience: Crafting Stories for Better Design 1st edition by Whitney Quesenbery, Kevin Brooks (2010) Paperback",Whitney Quesenbery,44.49,2010-04-01,Rosenfeld Media,4.6,24
1491971940,Security & Encryption,Privacy & Online Safety,978-0135188149,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide,James Michael Stewart,44.49,2021-06-22,Sybex,4.7,625
1492024333,Web Development & Design,Programming,978-1617291623,Web Scalability for Startup Engineers,Artur Ejsmont,44.41,2015-06-23,McGraw Hill TAB,4.7,189
1680508164,Programming Languages,C#,978-1119545637,Microsoft Visual C# Step by Step (Developer Reference),John Sharp,44.4,2022-04-11,Microsoft Press,4.6,23
1457187086,Programming Languages,CSS,978-0134463971,Head First HTML and CSS: A Learner's Guide to Creating Standards-Based Web Pages,Elisabeth Robson,44.4,2012-10-02,O'Reilly Media,4.6,744
1491989386,Programming Languages,C#,978-3540605058,"Learning C# by Developing Games with Unity 2021: Kickstart your C# programming and Unity journey by building 3D games from scratch, 6th Edition",Harrison Ferrone,44.26,2021-10-29,Packt Publishing,4.5,135
1803244801,Computer Science,Computer Simulation,978-1587204104,Bayesian Core: A Practical Approach to Computational Bayesian Statistics (Springer Texts in Statistics),Christian Robert,44.17,2007-02-02,Springer,2.5,7
1484242459,Computer Science,Systems Analysis & Design,978-1119883982,Software Design X-Rays: Fix Technical Debt with Behavioral Code Analysis,Adam Tornhill,44.11,2018-04-17,Pragmatic Bookshelf,4.5,42
470462078,Programming Languages,CSS,978-0470611951,"HTML & Css: The Complete Reference, Fifth Edition",Thomas Powell,44.09,2010-02-05,McGraw Hill TAB,4.4,206
133847500,Web Development & Design,Web Services,978-0134204925,Lean DevOps: A Practical Guide to On Demand Service Delivery,Robert Benefield,43.99,2022-07-25,Addison-Wesley Professional,5,1
262043793,Programming Languages,C & C++,978-1590595855,"Beautiful C++: 30 Core Guidelines for Writing Clean, Safe, and Fast Code",J. Davidson,43.99,2021-12-16,Addison-Wesley Professional,4.7,47
1449399916,Databases & Big Data,Data Modeling & Design,978-1589487277,Modeling Count Data,Joseph M. Hilbe,43.99,2014-07-21,Cambridge University Press,4.4,28
B077T1CSKG,Computer Science,Information Theory,978-1491971949,"Secret Key Cryptography: Ciphers, from simple to unbreakable",Frank Rubin,43.99,2022-08-30,Manning,4.8,13
393714721,Databases & Big Data,Data Processing,978-1423241744,"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data",Garrett Grolemund,43.99,2017-01-31,O'Reilly Media,4.7,1461
1565923545,Programming Languages,Python,978-0134670942,Data Wrangling with Python: Tips and Tools to Make Your Life Easier,Jacqueline Kazil,43.99,2016-03-15,O'Reilly Media,4.1,34
1800207727,Web Development & Design,Programming,978-1801073639,Interactive Data Visualization for the Web: An Introduction to Designing with D3,Scott Murray,43.99,2017-09-19,O'Reilly Media,4.7,97
B004CYE9VG,Web Development & Design,Programming,978-1590599686,Hands-On Full-Stack Web Development with GraphQL and React: Build scalable full-stack applications while learning to solve complex problems with GraphQL,Sebastian Grebe,43.99,2019-01-31,Packt Publishing,3.8,12
193382073X,Security & Encryption,Network Security,978-1788292481,"Practical Binary Analysis: Build Your Own Linux Tools for Binary Instrumentation, Analysis, and Disassembly",Dennis Andriesse,43.95,2018-12-11,No Starch Press,4.7,171
1989965954,Programming Languages,Python,978-1801073875,Python Programming with Design Patterns,James Cooper,43.77,2021-12-10,Pearson,3.4,5
1838982469,Programming Languages,CSS,978-9811982569,"Developing Business Applications for the Web: With HTML, CSS, JSP, PHP, ASP.NET, and JavaScript",Laura Ubelhor,43.57,2017-04-21,Mc Press,4.4,9
9813148845,Programming Languages,CSS,978-0321683687,Learn To Code Html And Css (Voices That Matter),Shay Howe,43.52,2014-05-12,Adams Media,4.4,88
1119695406,Databases & Big Data,Data Modeling & Design,978-1801078207,Database Design for Mere Mortals: 25th Anniversary Edition,Michael J Hernandez,43.49,2020-12-17,Addison-Wesley Professional,4.7,61
3319296574,Programming Languages,Python,978-1617298028,"Practical Fraud Prevention: Fraud and AML Analytics for Fintech and eCommerce, Using SQL and Python",Gilit Saporta,43.49,2022-04-26,O'Reilly Media,4.5,33
197000116X,Programming Languages,Python,978-1947604773,"Practical Fraud Prevention: Fraud and AML Analytics for Fintech and eCommerce, Using SQL and Python",Gilit Saporta,43.49,2022-04-26,O'Reilly Media,4.5,32
128053429,Databases & Big Data,SQL,978-1789807356,SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,Upom Malik,43.49,2019-08-23,Packt Publishing,4.4,235
1491963417,Databases & Big Data,Data Mining,978-1484230954,SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,Upom Malik,43.49,2019-08-23,Packt Publishing,4.4,235
1617291781,Web Development & Design,User Experience & Usability,978-1838982461,Project Management for Humans: Helping People Get Things Done,Brett Harned,43.49,2017-07-01,Rosenfeld Media,4.6,98
1484226038,Programming Languages,C#,978-1589484993,Microsoft Visual C# Step by Step (Developer Reference),John Sharp,43.48,2018-06-25,Microsoft Press,4.4,149
1783555130,Programming Languages,Java,978-1617291654,Java Performance Companion,Charlie Hunt,43.43,2016-04-27,Addison-Wesley Professional,4.4,21
1108823416,Programming Languages,Python,978-1492097846,"Learn Python Programming: The no-nonsense, beginner's guide to programming, data science, and web development with Python 3.7, 2nd Edition",Fabrizio Romano,43.4,2018-06-29,Packt Publishing,4.5,158
1492097330,Databases & Big Data,Data Modeling & Design,978-1492053354,Data Teams: A Unified Management Model for Successful Data-Focused Teams,Jesse Anderson,43.34,2020-09-19,Apress,4.4,46
149207294X,Databases & Big Data,SQL,978-1492074168,Oracle Database 11g: New Features for DBAs and Developers (Expert's Voice in Oracle),Sam Alapati,43.33,2007-11-15,Apress,4.6,13
1944515720,Programming Languages,Python,978-1305117204,"Python Programming: An Introduction to Computer Science, 3rd Ed.",John Zelle,43.33,2016-08-08,"Franklin, Beedle & Associates",4.6,391
130158089,Programming Languages,Python,978-0321503107,Python: Visual QuickStart Guide,Toby Donaldson,43.31,2013-07-05,Peachpit Press,3.9,39
3319178512,Databases & Big Data,SQL,978-3319025551,PostgreSQL: Up and Running: A Practical Guide to the Advanced Open Source Database,Regina Obe,43.19,2017-11-28,O'Reilly Media,4.4,92
1782167102,Computer Science,Computer Simulation,978-1789951295,"Calcolo Scientifico: Esercizi e problemi risolti con MATLAB e Octave (UNITEXT, 105) (Italian Edition)",Alfio Quarteroni,43.13,2017-08-15,Springer,4.5,28
1138199494,Databases & Big Data,Data Modeling & Design,978-1718503021,"Learning Tableau 2022: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities, 5th Edition",Joshua N. Milligan,43.09,2022-08-26,Packt Publishing,4.7,38
1680502689,Programming Languages,C & C++,978-1119282716,C++ Primer Plus (Developer's Library),Stephen Prata,43.08,2011-10-18,Addison-Wesley Professional,4.5,317
470290633,Programming Languages,C#,978-0128188033,Practical Microservices with Dapr and .NET: A developer's guide to building cloud-native applications using the Dapr event-driven runtime,Davide Bedin,43,2020-12-11,Packt Publishing,4.1,25
1801818789,Programming Languages,C & C++,978-1617293337,Programming in C (Developer's Library),Stephen Kochan,42.99,2014-08-18,Addison-Wesley Professional,4.2,241
995745536,Web Development & Design,Content Management,978-1803237824,WebAssembly in Action,Gerard Gallant,42.99,2019-12-07,Manning,4.8,7
1260117383,Web Development & Design,Content Management,978-1839218804,Terraform in Action,Scott Winkler,42.99,2021-07-06,Manning,4.3,36
1948836947,Computer Science,Systems Analysis & Design,978-1801818933,"Azure Storage, Streaming, and Batch Analytics: A guide for data engineers",Richard L. Nuckolls,42.99,2020-11-03,Manning,4.5,15
1449369413,Web Development & Design,Programming,978-0323995481,React Cookbook: Recipes for Mastering the React Framework,David Griffiths,42.99,2021-09-14,O'Reilly Media,4.5,29
1617299197,Web Development & Design,Programming,978-3319283159,"Accumulo: Application Development, Table Design, and Best Practices",Aaron Cordova,42.99,2015-07-01,O'Reilly Media,4.8,9
1617291390,Computer Science,Bioinformatics,978-1285171340,Computing Skills for Biologists: A Toolbox,Stefano Allesina,42.99,2019-01-15,Princeton University Press,4.6,12
134611039,Web Development & Design,Web Marketing,978-1119585459,The New Marketing: How to Win in the Digital Age,Cheryl Burgess,42.99,2020-07-27,SAGE Publications Ltd,4.5,31
B0894CJP3S,Security & Encryption,Privacy & Online Safety,978-0323898591,IAPP CIPM Certified Information Privacy Manager Study Guide,Joe Shelley,42.99,2023-02-07,Sybex,5,1
1800566468,Databases & Big Data,Data Mining,978-1800209091,Big Data and Machine Learning in Quantitative Investment (Wiley Finance),Tony Guida,42.98,2019-03-25,Wiley,4.4,35
3540887016,Programming Languages,Java,978-1108716826,Ocp Java Se 8 Programmer Ii Exam Guide Exam 1Z0-809 (Set),Kathy Sierra,42.97,2018-05-14,McGraw Hill TAB,4.3,66
1491939362,Programming Languages,C & C++,978-1789614671,"Hands-On RTOS with Microcontrollers: Building real-time embedded systems using FreeRTOS, STM32 MCUs, and SEGGER debug tools",Brian Amos,42.96,2020-05-15,Packt Publishing,4.7,70
1617298301,Computer Science,Information Theory,978-1840789751,Quantum Information Theory and the Foundations of Quantum Mechanics (Oxford Philosophical Monographs),Christopher G. Timpson,42.95,2016-02-01,Oxford University Press,4.6,3
